            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:51:08.478000|2015/06/02T13:51:08.481000|
 192.168.166.15|     10.0.40.53|           1|             40|2015/06/02T13:51:37.028000|2015/06/02T13:51:37.034000|
 192.168.166.43|     67.215.0.8|           1|             41|2015/06/02T13:51:45.077000|2015/06/02T13:51:45.081000|
 192.168.166.43|     67.215.0.8|           2|             82|2015/06/02T13:46:47.875000|2015/06/02T13:51:47.809000|
 192.168.166.43|     67.215.0.8|           1|             41|2015/06/02T13:52:02.353000|2015/06/02T13:52:02.357000|
192.168.166.233|     10.0.40.20|           1|             40|2015/06/02T13:52:12.983000|2015/06/02T13:52:12.983000|
192.168.166.233|     10.0.40.20|           1|             40|2015/06/02T13:52:12.990000|2015/06/02T13:52:12.990000|
192.168.166.233|     10.0.40.20|           1|             40|2015/06/02T13:52:12.996000|2015/06/02T13:52:12.996000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:15.533000|2015/06/02T13:52:15.536000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.383000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.383000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.384000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:29.972000|2015/06/02T13:52:29.976000|
 192.168.166.55|     67.215.0.8|           1|             41|2015/06/02T13:52:29.972000|2015/06/02T13:52:29.976000|
 192.168.166.55|     67.215.0.8|           8|            328|2015/06/02T13:45:38.785000|2015/06/02T13:52:38.945000|
 192.168.166.43|     67.215.0.8|           8|            328|2015/06/02T13:45:47.493000|2015/06/02T13:52:47.755000|
 192.168.166.43|     67.215.0.8|           8|            328|2015/06/02T13:45:54.494000|2015/06/02T13:52:54.647000|
 192.168.166.43|     67.215.0.8|           8|            328|2015/06/02T13:45:56.791000|2015/06/02T13:52:57.054000|
 192.168.166.43|     67.215.0.8|           8|            328|2015/06/02T13:45:57.994000|2015/06/02T13:52:58.147000|
 192.168.166.55|     67.215.0.8|           8|            328|2015/06/02T13:45:59.788000|2015/06/02T13:52:59.947000|
 192.168.166.55|     67.215.0.8|           8|            328|2015/06/02T13:45:59.788000|2015/06/02T13:52:59.947000|
192.168.166.233|     67.215.0.8|          12|           1032|2015/06/02T13:45:35.786000|2015/06/02T13:53:02.730000|
 192.168.166.43|     67.215.0.8|          13|            939|2015/06/02T13:45:04.396000|2015/06/02T13:53:05.257000|
 192.168.166.55|     67.215.0.8|           9|            369|2015/06/02T13:45:23.033000|2015/06/02T13:53:23.247000|
 192.168.166.55|     67.215.0.8|           9|            369|2015/06/02T13:45:23.033000|2015/06/02T13:53:23.247000|
 192.168.166.55|     67.215.0.8|           9|            369|2015/06/02T13:45:24.783000|2015/06/02T13:53:24.887000|
 192.168.166.43|     67.215.0.8|           9|            369|2015/06/02T13:45:35.242000|2015/06/02T13:53:35.450000|
 192.168.166.55|     67.215.0.8|          10|            517|2015/06/02T13:45:35.393000|2015/06/02T13:53:35.497000|
 192.168.166.55|     67.215.0.8|          10|            517|2015/06/02T13:45:35.940000|2015/06/02T13:53:35.497000|
 192.168.166.43|     67.215.0.8|          10|            517|2015/06/02T13:45:35.461000|2015/06/02T13:53:35.558000|
 192.168.166.43|     67.215.0.8|          10|            517|2015/06/02T13:45:35.461000|2015/06/02T13:53:35.560000|
 192.168.166.12|     67.215.0.8|          16|           1444|2015/06/02T13:45:35.801000|2015/06/02T13:53:35.805000|
 192.168.166.55|     67.215.0.8|           9|            369|2015/06/02T13:45:37.035000|2015/06/02T13:53:37.135000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:45:02.731000|2015/06/02T13:45:02.744000|
192.168.165.216|     10.0.40.53|           6|           2160|2015/06/02T13:45:10.594000|2015/06/02T13:45:10.606000|
192.168.165.216|     10.0.40.20|          10|           2777|2015/06/02T13:45:11.672000|2015/06/02T13:45:11.718000|
 192.168.165.83|     10.0.40.53|           8|           2240|2015/06/02T13:45:15.788000|2015/06/02T13:45:15.800000|
 192.168.165.22|  192.168.40.20|           7|           2608|2015/06/02T13:45:37.287000|2015/06/02T13:45:37.317000|
 192.168.165.22|     10.0.40.53|           7|           2200|2015/06/02T13:45:45.007000|2015/06/02T13:45:45.018000|
 192.168.165.80|     10.0.40.53|           7|           2200|2015/06/02T13:45:50.375000|2015/06/02T13:45:50.391000|
192.168.165.115|     10.0.40.53|           8|           2240|2015/06/02T13:46:03.728000|2015/06/02T13:46:03.746000|
192.168.165.216|     10.0.40.53|           6|           2160|2015/06/02T13:46:10.607000|2015/06/02T13:46:10.615000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:46:16.785000|2015/06/02T13:46:16.797000|
192.168.165.216|     10.0.40.21|           5|            328|2015/06/02T13:46:18.735000|2015/06/02T13:46:18.787000|
 192.168.165.22|     10.0.40.53|           7|           2200|2015/06/02T13:46:46.004000|2015/06/02T13:46:46.019000|
 192.168.165.80|     10.0.40.53|           8|           2240|2015/06/02T13:46:50.388000|2015/06/02T13:46:50.397000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:47:04.602000|2015/06/02T13:47:04.616000|
192.168.165.216|     10.0.40.53|           8|           2240|2015/06/02T13:47:11.680000|2015/06/02T13:47:11.691000|
 192.168.165.83|     10.0.40.53|           8|           2240|2015/06/02T13:47:17.752000|2015/06/02T13:47:17.763000|
 192.168.165.22|     10.0.40.53|           7|           2200|2015/06/02T13:47:46.408000|2015/06/02T13:47:46.419000|
 192.168.165.80|     10.0.40.53|           8|           2240|2015/06/02T13:47:50.604000|2015/06/02T13:47:50.615000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:48:04.722000|2015/06/02T13:48:04.738000|
192.168.165.216|     10.0.40.53|           6|           2160|2015/06/02T13:48:12.599000|2015/06/02T13:48:12.610000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:48:18.792000|2015/06/02T13:48:18.803000|
 192.168.165.22|     10.0.40.53|           7|           2200|2015/06/02T13:48:46.422000|2015/06/02T13:48:46.433000|
 192.168.165.80|     10.0.40.53|           7|           2200|2015/06/02T13:48:51.599000|2015/06/02T13:48:51.611000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:49:05.817000|2015/06/02T13:49:05.829000|
192.168.165.216|     10.0.40.53|           7|           2200|2015/06/02T13:49:13.595000|2015/06/02T13:49:13.608000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:49:19.788000|2015/06/02T13:49:19.799000|
192.168.165.115|     10.0.40.20|          10|           2795|2015/06/02T13:49:30.976000|2015/06/02T13:49:31.076000|
 192.168.165.83|     10.0.40.20|          11|           2837|2015/06/02T13:49:44.983000|2015/06/02T13:49:45.033000|
 192.168.165.22|     10.0.40.53|           6|           2160|2015/06/02T13:49:47.011000|2015/06/02T13:49:47.020000|
 192.168.165.80|     10.0.40.20|          13|           3323|2015/06/02T13:49:49.428000|2015/06/02T13:49:49.477000|
 192.168.165.80|     10.0.40.53|           6|           2160|2015/06/02T13:49:52.611000|2015/06/02T13:49:52.623000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:50:06.729000|2015/06/02T13:50:06.740000|
192.168.165.216|     10.0.40.20|          10|           2777|2015/06/02T13:50:13.908000|2015/06/02T13:50:13.954000|
192.168.165.216|     10.0.40.53|           7|           2200|2015/06/02T13:50:14.250000|2015/06/02T13:50:14.261000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:50:20.784000|2015/06/02T13:50:20.797000|
 192.168.165.22|  192.168.40.20|           9|           3040|2015/06/02T13:50:39.490000|2015/06/02T13:50:39.520000|
 192.168.165.22|     10.0.40.53|           7|           2200|2015/06/02T13:50:48.007000|2015/06/02T13:50:48.018000|
 192.168.165.80|     10.0.40.53|           6|           2160|2015/06/02T13:50:53.608000|2015/06/02T13:50:53.619000|
192.168.165.115|     10.0.40.53|           7|           2200|2015/06/02T13:51:07.729000|2015/06/02T13:51:07.741000|
192.168.165.216|     10.0.40.53|           1|             40|2015/06/02T13:46:10.615000|2015/06/02T13:46:10.617000|
192.168.165.216|     10.0.40.53|           7|           2200|2015/06/02T13:51:14.604000|2015/06/02T13:51:14.616000|
192.168.165.216|     10.0.40.21|           5|            328|2015/06/02T13:51:18.707000|2015/06/02T13:51:18.731000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:51:21.796000|2015/06/02T13:51:21.808000|
 192.168.165.22|     10.0.40.53|           6|           2160|2015/06/02T13:51:49.003000|2015/06/02T13:51:49.016000|
 192.168.165.80|     10.0.40.53|           7|           2200|2015/06/02T13:51:54.603000|2015/06/02T13:51:54.614000|
192.168.165.115|     10.0.40.53|           6|           2160|2015/06/02T13:52:08.722000|2015/06/02T13:52:08.733000|
 192.168.165.80|     10.0.40.20|          20|           1937|2015/06/02T13:52:02.786000|2015/06/02T13:52:15.002000|
 192.168.165.80|     10.0.40.20|          22|           2013|2015/06/02T13:52:02.818000|2015/06/02T13:52:15.011000|
 192.168.165.80|     10.0.40.20|          21|           4782|2015/06/02T13:52:02.854000|2015/06/02T13:52:15.028000|
192.168.165.216|     10.0.40.53|           7|           2200|2015/06/02T13:52:15.601000|2015/06/02T13:52:15.612000|
 192.168.165.83|     10.0.40.53|           7|           2200|2015/06/02T13:52:22.793000|2015/06/02T13:52:22.804000|
 192.168.165.22|     10.0.40.53|           1|             40|2015/06/02T13:49:47.021000|2015/06/02T13:49:47.024000|
 192.168.165.22|     67.215.0.8|          10|            950|2015/06/02T13:45:35.802000|2015/06/02T13:51:33.981000|
192.168.165.216|     67.215.0.8|           7|            287|2015/06/02T13:45:35.567000|2015/06/02T13:51:35.650000|
192.168.165.115|     67.215.0.8|          11|            683|2015/06/02T13:45:24.226000|2015/06/02T13:51:35.712000|
 192.168.165.80|     67.215.0.8|          11|            991|2015/06/02T13:45:35.692000|2015/06/02T13:52:01.344000|
 192.168.165.83|     67.215.0.8|          11|           1007|2015/06/02T13:45:35.786000|2015/06/02T13:52:05.072000|
 192.168.165.80|     10.0.40.20|           1|             40|2015/06/02T13:52:15.002000|2015/06/02T13:52:15.002000|
 192.168.165.80|     10.0.40.20|           1|             40|2015/06/02T13:52:15.011000|2015/06/02T13:52:15.011000|
 192.168.165.80|     10.0.40.20|           1|             40|2015/06/02T13:52:15.028000|2015/06/02T13:52:15.028000|
 192.168.161.26|     10.0.40.53|           8|           2260|2015/06/02T13:45:26.180000|2015/06/02T13:45:26.193000|
192.168.161.234|     10.0.40.53|           8|           2252|2015/06/02T13:45:32.637000|2015/06/02T13:45:32.649000|
192.168.161.124|     10.0.40.53|           7|           2212|2015/06/02T13:45:42.526000|2015/06/02T13:45:42.538000|
192.168.161.218|     10.0.40.53|           7|           2220|2015/06/02T13:45:42.948000|2015/06/02T13:45:42.959000|
192.168.161.124|     10.0.40.21|           5|            328|2015/06/02T13:46:18.613000|2015/06/02T13:46:18.644000|
 192.168.161.26|     10.0.40.53|           8|           2260|2015/06/02T13:46:26.193000|2015/06/02T13:46:26.205000|
192.168.161.234|     10.0.40.53|           8|           2252|2015/06/02T13:46:33.633000|2015/06/02T13:46:33.644000|
192.168.161.124|     10.0.40.53|           7|           2212|2015/06/02T13:46:43.523000|2015/06/02T13:46:43.535000|
192.168.161.218|     10.0.40.53|           7|           2220|2015/06/02T13:46:43.945000|2015/06/02T13:46:43.957000|
 192.168.161.26|     10.0.40.53|           6|           2180|2015/06/02T13:47:26.615000|2015/06/02T13:47:26.632000|
192.168.161.234|     10.0.40.53|           7|           2212|2015/06/02T13:47:34.644000|2015/06/02T13:47:34.656000|
192.168.161.124|     10.0.40.53|           7|           2212|2015/06/02T13:47:43.536000|2015/06/02T13:47:43.546000|
192.168.161.218|     10.0.40.53|           8|           2260|2015/06/02T13:47:44.016000|2015/06/02T13:47:44.027000|
 192.168.161.26|     10.0.40.53|           7|           2220|2015/06/02T13:48:26.967000|2015/06/02T13:48:26.978000|
192.168.161.234|     10.0.40.53|           6|           2172|2015/06/02T13:48:35.642000|2015/06/02T13:48:35.651000|
192.168.161.218|     10.0.40.53|           7|           2220|2015/06/02T13:48:44.285000|2015/06/02T13:48:44.295000|
192.168.161.124|     10.0.40.53|           7|           2212|2015/06/02T13:48:44.533000|2015/06/02T13:48:44.545000|
 192.168.161.26|  192.168.40.20|           7|           2628|2015/06/02T13:48:52.240000|2015/06/02T13:48:52.270000|
192.168.161.234|  192.168.40.20|           7|           2608|2015/06/02T13:49:00.788000|2015/06/02T13:49:00.818000|
192.168.161.218|     10.0.40.20|          13|           3273|2015/06/02T13:49:07.356000|2015/06/02T13:49:07.404000|
192.168.161.124|     10.0.40.53|           1|             40|2015/06/02T13:47:43.546000|2015/06/02T13:47:43.549000|
 192.168.161.26|     67.215.0.8|           4|            164|2015/06/02T13:45:35.786000|2015/06/02T13:48:35.797000|
192.168.161.218|     67.215.0.8|           4|            164|2015/06/02T13:45:35.817000|2015/06/02T13:48:35.860000|
192.168.161.234|     67.215.0.8|           8|            868|2015/06/02T13:45:35.786000|2015/06/02T13:48:49.292000|
 192.168.161.26|     10.0.40.53|           4|           2100|2015/06/02T13:49:27.963000|2015/06/02T13:49:27.972000|
192.168.162.160|     10.0.40.53|           8|           2260|2015/06/02T13:45:05.102000|2015/06/02T13:45:05.114000|
192.168.162.216|     10.0.40.20|          13|           3291|2015/06/02T13:45:12.171000|2015/06/02T13:45:12.217000|
192.168.162.225|     10.0.40.53|           7|           2220|2015/06/02T13:45:20.000000|2015/06/02T13:45:20.014000|
192.168.162.216|     10.0.40.53|           7|           2220|2015/06/02T13:45:22.839000|2015/06/02T13:45:22.850000|
 192.168.162.22|     10.0.40.53|           7|           2220|2015/06/02T13:45:56.239000|2015/06/02T13:45:56.250000|
192.168.162.160|     10.0.40.20|          13|           3331|2015/06/02T13:45:56.209000|2015/06/02T13:45:56.256000|
 192.168.162.92|     10.0.40.53|           7|           2212|2015/06/02T13:45:58.876000|2015/06/02T13:45:58.888000|
192.168.162.160|     10.0.40.53|           7|           2220|2015/06/02T13:46:06.115000|2015/06/02T13:46:06.131000|
 192.168.162.22|     10.0.40.21|           5|            328|2015/06/02T13:46:18.729000|2015/06/02T13:46:18.763000|
192.168.162.225|     10.0.40.53|           6|           2180|2015/06/02T13:46:20.997000|2015/06/02T13:46:21.010000|
192.168.162.216|     10.0.40.53|           8|           2260|2015/06/02T13:46:23.837000|2015/06/02T13:46:23.850000|
 192.168.162.22|     10.0.40.53|           8|           2260|2015/06/02T13:46:57.251000|2015/06/02T13:46:57.262000|
 192.168.162.92|     10.0.40.53|           7|           2212|2015/06/02T13:46:59.872000|2015/06/02T13:46:59.884000|
192.168.162.160|     10.0.40.53|           7|           2220|2015/06/02T13:47:06.738000|2015/06/02T13:47:06.750000|
192.168.162.225|     10.0.40.53|           7|           2220|2015/06/02T13:47:21.418000|2015/06/02T13:47:21.429000|
192.168.162.216|     10.0.40.53|           7|           2220|2015/06/02T13:47:24.832000|2015/06/02T13:47:24.843000|
 192.168.162.22|     10.0.40.53|           7|           2220|2015/06/02T13:47:58.247000|2015/06/02T13:47:58.265000|
 192.168.162.92|     10.0.40.53|           7|           2212|2015/06/02T13:48:00.868000|2015/06/02T13:48:00.879000|
192.168.162.160|     10.0.40.53|           7|           2220|2015/06/02T13:48:06.751000|2015/06/02T13:48:06.765000|
192.168.162.225|     10.0.40.53|           8|           2260|2015/06/02T13:48:22.003000|2015/06/02T13:48:22.019000|
192.168.162.216|     10.0.40.53|           7|           2220|2015/06/02T13:48:25.828000|2015/06/02T13:48:25.840000|
 192.168.162.22|     10.0.40.53|           7|           2220|2015/06/02T13:48:59.243000|2015/06/02T13:48:59.254000|
 192.168.162.92|     10.0.40.53|           6|           2172|2015/06/02T13:49:00.881000|2015/06/02T13:49:00.892000|
192.168.162.160|     10.0.40.53|           7|           2220|2015/06/02T13:49:07.105000|2015/06/02T13:49:07.116000|
 192.168.162.92|     10.0.40.20|          13|           3283|2015/06/02T13:49:15.015000|2015/06/02T13:49:15.063000|
192.168.162.225|  192.168.40.20|           9|           3058|2015/06/02T13:49:22.316000|2015/06/02T13:49:22.346000|
